Name,Number,jd,umag,umag_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,Vmag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,umag_red,gmag_red,rmag_red,imag_red,zmag_red,V
2008 FW132,284664,2453352.8523,22.83,0.34,21.7,0.04,21.05,0.04,20.83,0.05,20.56,0.17,21.32,5.111184139347847,0.07004771205698583,5.2647734762590055,4.66318450458796,5.460481832697001,6.5675,13.68,0.15,15.800432171454869,14.670432171454868,14.020432171454868,13.800432171454869,13.530432171454867,14.304265504788196
2008 FW134,284665,2451875.57052,22.66,0.51,21.28,0.06,20.63,0.06,20.28,0.06,20.09,0.16,20.9,5.201925073345039,0.1324839687469059,9.072337260643259,4.1922719412053695,4.5153748652840004,12.2974,13.63,0.15,16.274283712257944,14.894283712257945,14.244283712257946,13.894283712257945,13.704283712257945,14.528117045591278
2008 FW134,284665,2453439.69534,23.03,0.7,21.84,0.08,21.23,0.07,21.07,0.09,20.66,0.26,21.48,5.201925073345039,0.1324839687469059,9.072337260643259,4.844050232809209,5.6926738222969995,5.6263,13.63,0.15,15.82737530733171,14.637375307331707,14.02737530733171,13.86737530733171,13.45737530733171,14.293741973998374
2008 FW134,284665,2453439.74055,23.16,0.6,21.86,0.07,21.19,0.06,20.99,0.06,20.71,0.2,21.46,5.201925073345039,0.1324839687469059,9.072337260643259,4.84448058784814,5.692702781371,5.6336,13.63,0.15,15.957171351560454,14.657171351560454,13.98717135156046,13.787171351560454,13.507171351560464,14.279738018227125
2008 GP42,284666,2453351.91125,22.49,0.36,20.96,0.04,20.41,0.04,20.23,0.04,20.28,0.13,20.63,5.188647552947897,0.0522351977228438,7.45156804659449,4.7312805420913495,5.4141940074849995,8.0415,13.07,0.15,15.447437428904053,13.917437428904055,13.367437428904054,13.187437428904055,13.237437428904054,13.607604095570721
2008 GJ74,284667,2452224.8016,22.29,0.21,20.93,0.03,20.32,0.03,20.03,0.03,20.05,0.09,20.57,5.161424626084468,0.08336712825639804,10.61209704824633,4.045261093163711,4.9771974955300005,4.2624,13.64,0.15,15.770342842857387,14.41034284285739,13.80034284285739,13.510342842857387,13.53034284285739,14.066709509524054
2008 GJ74,284667,2452225.76666,22.23,0.21,20.9,0.04,20.19,0.03,20.07,0.03,19.95,0.09,20.48,5.161424626084468,0.08336712825639804,10.61209704824633,4.05093392976673,4.977746959015,4.4294,13.64,0.15,15.707060121658694,14.377060121658694,13.667060121658695,13.547060121658694,13.427060121658695,13.977093454992028
2009 FB63,284883,2451814.62833,22.49,0.3,20.82,0.03,20.32,0.03,20.09,0.03,19.74,0.11,20.52,5.177097446932033,0.04707529394354752,8.216723504431208,4.290883696175061,5.029373943342001,8.359,13.38,0.15,15.819696646871664,14.149696646871664,13.649696646871664,13.419696646871667,13.069696646871664,13.868029980205
1996 TH16,285180,2452345.73624,22.33,0.44,21.04,0.04,20.29,0.04,20.01,0.03,19.93,0.09,20.6,5.234950614434792,0.03197755489214058,21.7352738115495,4.40556425521965,5.384591319530001,1.9949,13.45,0.15,15.454228567214036,14.164228567214035,13.414228567214035,13.134228567214036,13.054228567214036,13.741728567214036
2004 BH39,288316,2453742.93371,22.63,1.03,21.24,0.04,20.56,0.03,20.33,0.03,20.11,0.12,20.84,5.239426203986794,0.03539765009670827,29.69569353144581,4.96216471603833,5.387185377553,9.8434,12.8,0.15,15.494834517220779,14.104834517220779,13.424834517220779,13.194834517220778,12.974834517220778,13.721767850554116
2005 MQ11,289861,2452789.66801,22.21,0.21,21.11,0.06,20.67,0.04,20.32,0.05,20.12,0.16,20.85,5.170685119605071,0.08357957193679412,17.99596602725249,5.03030662600854,5.567938482398,9.3096,12.95,0.15,14.973555565460842,13.873555565460839,13.433555565460846,13.08355556546084,12.883555565460842,13.625688898794177
2006 BE167,291316,2453439.64706,23.69,0.79,21.77,0.09,21.14,0.06,20.81,0.07,20.43,0.16,21.4,5.198624947078762,0.08184762893838332,25.429814711185518,4.858713223798981,5.559191568616001,7.7626,13.59,0.15,16.532335467902552,14.612335467902547,13.982335467902546,13.652335467902546,13.272335467902545,14.257435467902546
2006 BE167,291316,2453441.641,23.02,0.65,21.68,0.05,21.04,0.04,20.8,0.04,20.75,0.15,21.3,5.198624947078762,0.08184762893838332,25.429814711185518,4.881715496773451,5.5586522824880005,8.0026,13.59,0.15,15.852290133376355,14.512290133376355,13.872290133376355,13.632290133376355,13.582290133376356,14.151756800043021
2006 TU107,292600,2451607.70185,23.02,0.4,21.39,0.04,20.9,0.04,20.65,0.06,20.51,0.17,21.09,5.341151007346704,0.02179644491622776,16.27811277041107,4.42401060487375,5.208998591887,7.2327,13.54,0.15,16.207148003071524,14.577148003071525,14.087148003071524,13.837148003071524,13.697148003071526,14.30111466973819
2007 DQ37,293307,2452912.9547,23.27,0.81,22.0,0.08,21.29,0.06,21.2,0.07,21.14,0.43,21.58,5.185097854407242,0.0962835858721664,23.25176111720848,5.2749990185066595,5.591233409541,10.0424,13.51,0.15,15.921349971525133,14.651349971525132,13.941349971525133,13.851349971525133,13.791349971525133,14.251383304858464
2008 EH68,295021,2453389.95997,22.52,0.31,20.91,0.04,20.4,0.03,20.09,0.04,19.77,0.1,20.6,5.256403858431439,0.07667237013537495,28.324722833454214,4.70395214083021,5.592782794582,4.7242,12.82,0.15,15.419545762260974,13.809545762260974,13.299545762260973,12.989545762260974,12.669545762260974,13.522245762260974
2008 FG111,295199,2451464.69761,22.52,0.27,20.93,0.03,20.35,0.03,20.14,0.04,20.11,0.11,20.59,5.216913831265247,0.08375440955286564,11.794967924577401,4.39168639738381,5.087608356774,8.6714,13.2,0.15,15.774275038227934,14.184275038227934,13.604275038227934,13.394275038227935,13.364275038227936,13.8575417048946
2008 GC7,295226,2452225.71993,21.82,0.18,20.47,0.03,20.05,0.03,19.87,0.03,19.81,0.09,20.21,5.093127586360553,0.07105383795690508,19.45038116147425,3.9704550141007204,4.846032910684,6.0264,13.2,0.15,15.398866805112323,14.048866805112324,13.628866805112324,13.448866805112324,13.388866805112324,13.812266805112325
2008 GC7,295226,2452207.84867,21.55,0.15,20.21,0.03,19.76,0.02,19.63,0.03,19.66,0.08,19.94,5.093127586360553,0.07105383795690508,19.45038116147425,3.86430351857123,4.83895085941,2.6028,13.2,0.15,15.190887789168904,13.850887789168905,13.400887789168904,13.270887789168905,13.300887789168904,13.597387789168904
2008 GC7,295226,2452231.75388,22.11,0.22,20.5,0.03,19.99,0.03,19.85,0.03,19.82,0.09,20.2,5.093127586360553,0.07105383795690508,19.45038116147425,4.02609942938033,4.848465183497,7.1113,13.2,0.15,15.657556112855715,14.047556112855716,13.537556112855716,13.397556112855721,13.367556112855716,13.760256112855716
2008 GR131,295315,2452224.81651,22.13,0.18,20.73,0.03,20.08,0.03,19.85,0.03,19.71,0.07,20.35,5.187956862806346,0.05250413212184215,29.66445965780284,4.041243922949191,4.987783614146,3.6996,13.51,0.15,15.607886656543588,14.207886656543591,13.557886656543591,13.32788665654359,13.187886656543592,13.841719989876928
2008 GR131,295315,2452171.95275,22.4,0.31,21.16,0.04,20.53,0.04,20.4,0.05,20.2,0.12,20.79,5.187956862806346,0.05250413212184215,29.66445965780284,4.241221757763331,4.973448680588,8.5922,13.51,0.15,15.779256891709275,14.539256891709273,13.909256891709274,13.779256891709275,13.579256891709273,14.184356891709275
2008 HG2,295329,2452225.72678,22.6,0.26,20.93,0.04,20.4,0.03,20.17,0.04,20.16,0.11,20.61,5.200044612024718,0.04434544179055744,10.264468345309213,4.53864121750826,5.424677559219,5.0904,13.13,0.15,15.643501090843973,13.973501090843973,13.443501090843966,13.213501090843973,13.203501090843973,13.674934424177305
2008 HG2,295329,2452231.7609200003,22.14,0.19,21.09,0.12,20.44,0.03,20.32,0.05,20.11,0.28,20.7,5.200044612024718,0.04434544179055744,10.264468345309213,4.5904610535864006,5.425537184543001,6.0694,13.13,0.15,15.158504742926965,14.108504742926964,13.458504742926964,13.338504742926965,13.128504742926962,13.742338076260298
2008 HG2,295329,2452207.85469,22.06,0.23,20.7,0.04,20.18,0.03,19.92,0.03,19.97,0.32,20.39,5.200044612024718,0.04434544179055744,10.264468345309213,4.4448655531099,5.422046805093,2.1413,13.13,0.15,15.149890543239405,13.789890543239405,13.269890543239406,13.009890543239408,13.059890543239405,13.496957209906073
2008 HY8,295336,2452578.85505,22.2,0.34,20.71,0.04,20.11,0.03,19.81,0.03,19.75,0.15,20.35,5.184393151798027,0.005319341215075771,18.0955972589548,4.29587556755604,5.198772432107,5.0138,13.14,0.15,15.45523749700754,13.965237497007545,13.36523749700754,13.065237497007539,13.005237497007544,13.627237497007544
2008 HY8,295336,2452585.8158400003,22.01,0.15,20.67,0.02,20.02,0.02,19.75,0.03,19.69,0.08,20.28,5.184393151798027,0.005319341215075771,18.0955972589548,4.2696101347398185,5.198936759892,4.1939,13.14,0.15,15.27848622317195,13.93848622317195,13.288486223171947,13.018486223171948,12.958486223171947,13.57231955650528
2008 HL12,295340,2453744.96894,22.14,0.39,21.21,0.06,20.62,0.05,20.28,0.05,19.95,0.24,20.86,5.272061050316238,0.02791539241127523,23.29643527519896,4.74933569307642,5.2041100282090005,10.0661,13.02,0.15,15.175103311990751,14.245103311990757,13.655103311990757,13.315103311990757,12.985103311990752,13.91273664532409
2008 HL12,295340,2453764.89543,22.92,0.53,21.17,0.04,20.55,0.04,20.39,0.05,19.98,0.1,20.8,5.272061050316238,0.02791539241127523,23.29643527519896,4.50753275885456,5.200543765197,8.2967,13.02,0.15,16.070061763949088,14.320061763949091,13.700061763949089,13.540061763949089,13.130061763949088,13.970795097282426
2008 HU15,295342,2453052.77164,22.83,0.52,21.4,0.05,20.78,0.04,20.56,0.05,20.29,0.12,21.04,5.300593795919038,0.07286445043573038,10.366989785485892,4.63573398794079,5.511720180487,5.1758,13.63,0.15,15.792971659658015,14.362971659658015,13.74297165965802,13.522971659658015,13.252971659658018,14.01370499299135
2008 HU15,295342,2454173.82608,22.9,0.72,21.88,0.11,21.33,0.08,20.79,0.07,21.43,0.47,21.55,5.300593795919038,0.07286445043573038,10.366989785485892,4.679610054330389,5.4952066942719995,6.433,13.63,0.15,15.849031510857296,14.829031510857297,14.279031510857296,13.739031510857297,14.379031510857295,14.519198177523966
2008 HS24,295347,2452224.8649,22.4,0.27,20.99,0.04,20.35,0.03,20.0,0.03,19.88,0.1,20.61,5.307762625599909,0.09503728717124237,21.426324372924398,4.18195757707765,5.122567422844,3.8273,13.31,0.15,15.745663469181045,14.335663469181045,13.695663469181053,13.345663469181053,13.225663469181047,13.975130135847714
2008 HS24,295347,2451464.7146,22.3,0.2,20.85,0.04,20.23,0.03,20.0,0.03,19.8,0.09,20.48,5.307762625599909,0.09503728717124237,21.426324372924398,4.03030405695135,4.792680875344,8.3949,13.31,0.15,15.870418380940087,14.420418380940086,13.800418380940087,13.570418380940087,13.370418380940087,14.07115171427342
2008 JH30,295413,2453441.6534700003,23.03,0.4,21.3,0.04,20.72,0.03,20.5,0.04,20.62,0.14,20.96,5.272327504365101,0.051557096772056235,6.172992780575267,4.49047542930142,5.211562411019,8.099,13.57,0.15,16.18369866295008,14.453698662950075,13.873698662950074,13.653698662950074,13.773698662950075,14.12696532961674
2008 KT37,295432,2452170.89758,23.0,0.5,20.77,0.03,20.21,0.03,19.95,0.03,19.72,0.08,20.44,5.195034239110067,0.06907961249459574,12.973730340673347,4.032658069916311,4.910475440596,6.3056,13.39,0.15,16.51642528539289,14.286425285392893,13.726425285392892,13.46642528539289,13.23642528539289,13.970958618726225
2008 RD18,295490,2451960.7188,22.52,0.24,21.05,0.04,20.52,0.03,20.4,0.04,20.22,0.11,20.73,5.260452829538723,0.08561298897178693,7.879213998025662,4.406610763947099,5.3826854424979995,1.8632,13.68,0.15,15.644481540583525,14.174481540583525,13.644481540583525,13.524481540583524,13.344481540583525,13.87591487391686
2008 RR82,295513,2452318.80998,23.32,0.5,21.56,0.06,21.06,0.04,20.85,0.06,20.43,0.11,21.26,5.130280163269197,0.06015759497270792,7.331532783230434,4.359305372488721,5.334816792380001,1.8252,14.27,0.15,16.487315988728092,14.727315988728087,14.227315988728087,14.017315988728091,13.59731598872809,14.445649322061419
2008 RP112,295520,2451960.88282,22.12,0.19,21.22,0.05,20.74,0.04,20.53,0.04,20.58,0.13,20.93,5.219599184973681,0.1026106604826543,6.288251744705758,4.24099264612885,5.2231373626029995,1.4119,13.95,0.15,15.393005165822775,14.493005165822773,14.013005165822772,13.803005165822775,13.853005165822776,14.222605165822772
2008 RZ119,295528,2452318.82791,22.65,0.36,21.27,0.05,20.72,0.03,20.52,0.04,20.38,0.11,20.94,5.141582880145863,0.01334420375333725,5.388394191278019,4.0935670867941205,5.057304631608,2.717,14.04,0.15,16.069894866407964,14.689894866407965,14.139894866407964,13.939894866407965,13.799894866407964,14.380061533074631
2008 RZ119,295528,2452345.71784,23.54,0.81,21.23,0.05,20.62,0.04,20.42,0.04,20.29,0.12,20.87,5.141582880145863,0.01334420375333725,5.388394191278019,4.09982416984862,5.058292483014,3.2927,14.04,0.15,16.956154154275815,14.646154154275816,14.036154154275815,13.836154154275816,13.706154154275813,14.302520820942481
2008 SM55,295558,2451960.80607,25.04,1.09,21.91,0.1,21.38,0.06,20.99,0.06,21.49,0.38,21.59,5.163073246107524,0.08959011417722447,15.33142805701087,4.69081080397874,5.580273614068,4.8358,13.82,0.15,17.95048294646422,14.820482946464221,14.290482946464222,13.900482946464221,14.400482946464221,14.521916279797551
2008 SY169,295599,2451960.85071,22.19,0.29,21.12,0.04,20.41,0.03,20.18,0.04,20.3,0.14,20.71,5.224280147865387,0.08364168995092965,8.234583746785775,3.99697726263704,4.966804217922,2.4819999999999998,14.06,0.15,15.700956405082204,14.630956405082204,13.920956405082205,13.690956405082202,13.810956405082205,14.230989738415538
2008 SL213,295618,2451960.89023,22.5,0.24,20.71,0.03,20.23,0.03,20.05,0.03,19.85,0.07,20.42,5.211525917155697,0.1235206270858886,7.62381318865467,4.23312728030737,5.217006873099,1.2237,13.71,0.15,15.779586321114836,13.989586321114835,13.509586321114837,13.329586321114835,13.129586321114836,13.719186321114837
2008 TX4,295653,2451960.8835400003,22.79,0.35,20.72,0.12,20.3,0.03,20.18,0.03,20.24,0.1,20.46,5.283880779234072,0.07758529671433233,6.752047476344079,4.475225393538191,5.457102950448,1.3708,13.4,0.15,15.851114698350164,13.781114698350162,13.361114698350164,13.241114698350165,13.301114698350162,13.544514698350165
2008 TA119,295686,2451081.95482,21.86,0.22,21.08,0.04,20.4,0.04,20.2,0.04,19.94,0.11,20.68,5.156315095497017,0.06573295096182037,29.23164639803254,4.4848199675537,5.057251847068,9.9248,13.32,0.15,15.0817020215205,14.301702021520498,13.621702021520498,13.4217020215205,13.161702021520501,13.918635354853835
2008 UM15,295710,2451960.74989,22.8,0.41,21.35,0.05,20.84,0.04,20.73,0.05,20.49,0.15,21.04,5.236902056816102,0.0792714696076658,3.650636709877936,4.20919266694792,5.193031887006001,1.2318,14.07,0.15,16.101901027793847,14.651901027793851,14.141901027793848,14.031901027793849,13.791901027793848,14.36460102779385
2009 RW30,296588,2452345.7511400003,22.1,0.27,20.77,0.03,20.09,0.02,19.87,0.03,19.73,0.74,20.37,5.15531846320501,0.09532155968408647,11.79655950183484,3.99557448247832,4.983240156495,1.3994,13.39,0.15,15.604544757864018,14.274544757864016,13.594544757864016,13.374544757864015,13.234544757864015,13.89147809119735
2009 RG62,296603,2452338.75028,21.86,0.21,21.4,0.05,20.81,0.04,20.66,0.05,20.89,0.27,21.05,5.269557823276778,0.062391059470857074,4.5047775342554495,4.53489618534947,5.518343306363,1.4839,13.7,0.15,14.86811967642148,14.408119676421476,13.818119676421475,13.66811967642148,13.89811967642148,14.075753009754813
2009 SM218,296682,2453526.83606,22.37,0.41,20.67,0.18,20.11,0.03,19.82,0.02,19.75,0.08,20.34,5.169327615867559,0.04884719207824405,10.159172330598368,4.4132792442138,5.410228911198,2.2168,13.39,0.15,15.480114757222113,13.780114757222115,13.22011475722211,12.930114757222107,12.860114757222107,13.464648090555446
2009 SM218,296682,2453528.74575,22.0,0.5,20.73,0.04,20.12,0.03,19.81,0.03,19.68,0.08,20.37,5.169327615867559,0.04884719207824405,10.159172330598368,4.41418760871794,5.410515873394999,2.2689,13.39,0.15,15.109552685952435,13.839552685952434,13.229552685952434,12.919552685952434,12.789552685952435,13.495919352619099
2009 SK313,296707,2452338.7289400003,22.57,0.33,20.9,0.19,20.38,0.04,20.24,0.03,20.06,0.11,20.58,5.188390251643429,0.05224587328967429,7.435985581814142,4.26065552217071,5.252296329059,0.2529,13.94,0.15,15.820871784654408,14.150871784654406,13.630871784654405,13.490871784654406,13.310871784654404,13.857938451321072
2009 SW354,296725,2452345.77267,22.33,0.5,20.84,0.03,20.26,0.03,20.18,0.03,19.96,0.09,20.5,5.186739551925382,0.09899517442802422,7.390087880228053,4.2091427341706,5.195433760974,1.4876,13.54,0.15,15.630922673432064,14.140922673432064,13.560922673432069,13.480922673432064,13.260922673432065,13.814189340098734
2009 UW148,296782,2452338.77318,22.71,0.46,21.37,0.05,20.82,0.04,20.57,0.04,20.45,0.18,21.04,5.288439654595014,0.1028023845180208,7.256564757236585,4.5994074505336,5.557813582645,2.9024,13.57,0.15,15.6719706990426,14.3319706990426,13.7819706990426,13.5319706990426,13.411970699042596,14.022137365709266
2009 VC79,296809,2451987.64405,22.9,0.47,20.97,0.04,20.54,0.04,20.27,0.05,19.98,0.12,20.71,5.235504322460193,0.07103737136681301,20.53415702151421,4.87818888226737,5.5600518621070005,7.983,12.99,0.15,15.733312726912727,13.803312726912733,13.373312726912733,13.103312726912732,12.813312726912732,13.5610793935794
2010 HS48,297049,2453405.70186,21.7,0.17,20.56,0.03,20.03,0.02,19.77,0.03,19.75,0.08,20.25,5.2934099534240815,0.04013567928424192,4.168860969959527,4.22018037515429,5.200700437719,1.2488,13.12,0.15,14.993035737230036,13.853035737230039,13.323035737230045,13.063035737230045,13.043035737230046,13.554469070563377
2010 HS48,297049,2453389.91062,21.8,0.2,20.24,0.03,19.76,0.03,19.64,0.05,19.75,0.29,19.95,5.2934099534240815,0.04013567928424192,4.168860969959527,4.238012962482331,5.205056770623,2.2265,13.12,0.15,15.082061243178305,13.522061243178301,13.042061243178306,12.922061243178305,13.032061243178301,13.251661243178306
2010 HB81,297052,2453351.02021,22.83,0.33,20.96,0.03,20.3,0.03,20.06,0.03,19.99,0.09,20.57,5.24337841912586,0.06501259990920448,19.94285685055909,5.03383785502437,5.505911752735,9.4195,12.87,0.15,15.616357656327374,13.746357656327381,13.086357656327381,12.846357656327374,12.776357656327374,13.374557656327381
2010 VT36,297163,2452730.7696,21.94,0.15,20.78,0.04,20.28,0.03,19.98,0.03,19.82,0.22,20.48,5.189703055710186,0.02594346551394506,9.78059183654814,4.27609209840397,5.259780387372,2.1166,13.37,0.15,15.179926690920372,14.019926690920371,13.519926690920371,13.219926690920367,13.059926690920367,13.738260024253705
2001 TJ176,297644,2451819.77844,22.55,0.35,20.8,0.04,20.18,0.03,19.9,0.03,19.71,0.09,20.43,5.173921476350452,0.09545126767204848,12.914370705115713,3.95429563950916,4.801146103054999,7.011,13.42,0.15,16.157929710130453,14.407929710130453,13.787929710130452,13.507929710130453,13.317929710130453,14.058663043463786
2003 YD179,298614,2451464.74182,22.71,0.44,20.87,0.07,20.31,0.03,20.07,0.04,19.97,0.13,20.54,5.328935978533647,0.06045443269223257,7.053698275178366,4.19,5.04,6.53,13.71,0.15,16.086777202940898,14.246777202940898,13.686777202940895,13.446777202940895,13.346777202940896,13.93131053627423
2006 BY41,299447,2451813.78281,22.36,0.36,20.74,0.03,20.17,0.03,19.89,0.04,19.91,0.13,20.4,5.160448120007453,0.04375700898858405,24.458420185789922,3.94031123247323,4.918475284267,2.8534,13.56,0.15,15.923194899667735,14.303194899667735,13.73319489966774,13.453194899667738,13.473194899667735,13.982094899667738
2008 GP49,300999,2451819.81065,22.07,0.26,21.26,0.04,20.84,0.05,20.66,0.06,20.71,0.2,21.0,5.221008106589717,0.008459375969795655,13.26240403709641,4.29951883560191,5.228370396597,4.4968,13.71,0.15,15.311068985710303,14.501068985710305,14.081068985710301,13.901068985710301,13.951068985710304,14.264468985710304
2008 GS141,301009,2451819.89633,23.79,0.97,21.76,0.51,21.12,0.06,21.03,0.08,20.66,0.19,21.38,5.248973692822124,0.07931348753846063,5.161740611904866,4.35653633754315,5.350222868382,1.4168,14.13,0.15,16.95243392934413,14.922433929344134,14.282433929344135,14.192433929344134,13.822433929344134,14.561900596010801
2008 GS141,301009,2453387.89854,23.64,0.54,21.82,0.07,21.3,0.05,20.99,0.1,21.01,0.25,21.51,5.248973692822124,0.07931348753846063,5.161740611904866,4.4527950277954504,5.4108145152,2.6225,14.13,0.15,16.73052324778861,14.91052324778861,14.390523247788613,14.080523247788609,14.100523247788615,14.617589914455278
2008 HB61,301010,2452261.77306,22.63,0.39,21.09,0.04,20.66,0.03,20.43,0.04,20.38,0.11,20.83,5.320906853301069,0.06396080466437891,27.11263102258311,4.62227244768121,5.39603952336,6.9738,13.44,0.15,15.645346688752776,14.105346688752778,13.67534668875278,13.445346688752778,13.395346688752776,13.863113355419447
2008 HB61,301010,2452234.81785,22.17,0.22,20.98,0.04,20.4,0.03,20.29,0.04,20.55,0.15,20.64,5.320906853301069,0.06396080466437891,27.11263102258311,4.44304594375148,5.384157452024,3.5177,13.44,0.15,15.27600722072742,14.08600722072742,13.506007220727415,13.396007220727418,13.65600722072742,13.759273887394086
2008 JL17,301012,2451819.9040900003,22.87,0.52,21.22,0.04,20.61,0.04,20.36,0.04,20.39,0.18,20.86,5.251496429444384,0.07709947822544141,6.682495670593505,4.08865782437892,5.0766401669059995,2.0121,13.88,0.15,16.28421425979087,14.634214259790866,14.024214259790867,13.774214259790867,13.804214259790866,14.290580926457533
2008 JJ18,301013,2451819.89736,21.67,0.19,20.52,0.04,19.99,0.03,19.78,0.03,19.84,0.27,20.2,5.2588095986737615,0.05472392778555492,7.878783230725503,3.88012005391902,4.871791186623,1.7799,13.36,0.15,15.287330856887596,14.137330856887596,13.607330856887591,13.397330856887596,13.457330856887596,13.838764190220926
2006 PP31,311615,2451960.7365,21.8,0.15,20.34,0.02,19.77,0.02,19.57,0.03,19.39,0.06,20.0,5.230472106762075,0.03781869786177015,11.981471485179927,4.34831903314783,5.330906242938,1.3296,12.86,0.15,14.974387775369001,13.514387775368998,12.944387775368998,12.744387775369,12.564387775369001,13.193287775369
2007 PK2,312001,2452729.7829400003,21.99,0.2,20.5,0.03,19.86,0.02,19.66,0.03,19.56,0.05,20.12,5.174151897736484,0.1227218567637315,17.96145553390083,4.0291208847168205,4.974361263839,4.14,13.19,0.15,15.480261897979169,13.990261897979169,13.350261897979172,13.150261897979169,13.050261897979171,13.62972856464584
2008 QH42,312457,2451960.88802,22.25,0.2,20.62,0.03,20.03,0.03,19.79,0.02,19.66,0.06,20.27,5.293266575300136,0.09243156272480588,15.85033570982733,4.41737783530157,5.400361561317,1.2756,13.04,0.15,15.362063074465704,13.732063074465707,13.142063074465707,12.902063074465707,12.772063074465704,13.39969640779904
2008 SJ277,312476,2452345.79787,22.5,0.32,20.83,0.06,20.21,0.03,19.93,0.03,19.84,0.07,20.46,5.3076243011692235,0.037138553378380366,24.15166953009359,4.4564045163256605,5.427433943722,2.4657,13.2,0.15,15.582104239327984,13.912104239327984,13.292104239327989,13.012104239327984,12.922104239327984,13.562837572661321
2008 TN49,312480,2451960.83452,22.77,0.42,21.1,0.04,20.53,0.03,20.42,0.03,20.34,0.11,20.76,5.188352003913477,0.05823751184838461,12.31523105081969,4.34981191891085,5.296286964011,3.4164,13.52,0.15,15.957790064972608,14.28779006497261,13.717790064972613,13.60779006497261,13.527790064972608,13.96669006497261
2008 UZ235,312487,2451962.89186,22.23,0.35,21.08,0.23,20.55,0.03,20.36,0.05,20.21,0.16,20.76,5.260592889505117,0.03663969770686134,5.610943736789124,4.21660898719464,5.191562866767,2.0678,13.47,0.15,15.528692762493545,14.378692762493547,13.848692762493545,13.658692762493546,13.508692762493546,14.08012609582688
2009 RY68,312611,2452345.73328,22.89,0.41,21.63,0.06,20.96,0.04,20.78,0.05,20.93,0.25,21.24,5.170396294199844,0.07919100445748395,3.791036328097252,4.52397999655222,5.498371386852,2.2327,14.14,0.15,15.911226265857875,14.651226265857876,13.981226265857876,13.801226265857878,13.951226265857875,14.273792932524545
2009 SQ120,312614,2451960.81373,22.53,0.33,20.9,0.04,20.33,0.03,20.12,0.04,20.06,0.26,20.56,5.239091526725839,0.08671544535638134,12.429666411782598,4.0151622864383,4.927113422958,4.9223,13.56,0.15,16.048521683110273,14.418521683110269,13.848521683110269,13.638521683110273,13.578521683110267,14.097421683110273
2009 SQ120,312614,2453528.7542,22.91,0.62,21.09,0.05,20.61,0.05,20.41,0.05,20.42,0.18,20.8,5.239091526725839,0.08671544535638134,12.429666411782598,4.7150603469081,5.7120641149489995,2.1002,13.56,0.15,15.758598354683475,13.938598354683476,13.458598354683476,13.258598354683475,13.268598354683476,13.668198354683476
2009 SJ137,312615,2451960.73207,22.59,0.31,20.99,0.04,20.45,0.03,20.28,0.04,20.09,0.1,20.66,5.163729685876515,0.1459921224978356,5.999283769765983,3.8418526754370497,4.824761209965001,1.4458,14.03,0.15,16.24991734659762,14.649917346597615,14.109917346597618,13.93991734659762,13.749917346597615,14.345717346597615
2009 SS246,312619,2451960.86669,22.42,0.32,20.93,0.04,20.29,0.03,20.03,0.03,19.92,0.08,20.55,5.237819659820628,0.138201823901796,14.39170144173897,3.94522532878982,4.924232763263,1.814,13.74,0.15,15.977948069679147,14.487948069679144,13.847948069679143,13.587948069679149,13.477948069679147,14.127414736345813
2009 SA252,312620,2451960.73411,22.9,0.41,21.49,0.05,20.91,0.04,20.82,0.05,21.13,0.3,21.15,5.310299804851948,0.0978954744715742,6.164396339166903,4.15685666619201,5.139552705591,1.3715,14.18,0.15,16.251548131042178,14.841548131042176,14.261548131042176,14.171548131042178,14.481548131042175,14.514814797708842
2010 AP111,312638,2452730.83029,22.59,0.37,20.97,0.04,20.35,0.03,20.04,0.04,19.88,0.33,20.6,5.205549275326416,0.08446487977759358,15.47681463097221,4.56526368995434,5.502745468714,3.9592,13.28,0.15,15.589773538411393,13.969773538411387,13.349773538411393,13.039773538411387,12.879773538411387,13.620506871744725
2010 AP111,312638,2452756.67778,22.84,0.42,21.27,0.04,20.58,0.04,20.43,0.04,20.05,0.09,20.86,5.205549275326416,0.08446487977759358,15.47681463097221,4.57990673869913,5.513288658227,4.2898,13.28,0.15,15.828663170786982,14.258663170786981,13.568663170786982,13.418663170786981,13.038663170786982,13.869963170786981
2010 BZ111,312643,2452721.7768,22.55,0.4,21.04,0.04,20.41,0.03,20.27,0.04,19.99,0.09,20.67,5.240140203536775,0.0476348990742454,17.08675808940253,4.42808005709742,5.335423284689,4.8663,13.22,0.15,15.683078280715305,14.173078280715306,13.543078280715307,13.403078280715306,13.123078280715307,13.818178280715307
2010 VA30,312778,2452730.93764,22.3,0.44,20.7,0.04,20.2,0.04,20.05,0.04,20.0,0.14,20.4,5.208728762471862,0.1165274140602533,15.283689498857381,4.6183533092134414,5.5406570893180005,4.3621,12.8,0.15,15.259757867902286,13.659757867902286,13.159757867902286,13.009757867902286,12.959757867902287,13.378091201235616
2010 VF127,312788,2451962.87596,24.24,0.49,21.31,0.06,20.67,0.04,20.41,0.08,20.12,0.15,20.93,5.251019587292684,0.15190278287252806,8.738996454903537,4.2928830534035,5.266447996507,2.1257,13.5,0.15,17.4686657114595,14.538665711459501,13.898665711459506,13.6386657114595,13.348665711459505,14.17813237812617
