Name,Number,jd,umag,umag_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,Vmag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,umag_red,gmag_red,rmag_red,imag_red,zmag_red,V
2000_AR184,60383,2451987.66712,20.82,0.09,19.2,0.02,18.61,0.01,18.35,0.01,18.15,0.04,18.85,5.281872689993189,0.07205628399575206,15.12616135606806,4.837,5.61,6.91,11.1,0.15,13.652305256776915,12.032305256776915,11.442305256776915,11.182305256776917,10.982305256776916,11.699938590110245
2000_QK95,61610,2453389.95931,22.72,0.42,20.49,0.03,19.89,0.03,19.69,0.03,19.57,0.09,20.14,5.262711936400204,0.09675945377150946,12.239435598537678,4.537,5.428999999999999,4.8,12.4,0.15,15.762556895391517,13.532556895391517,12.932556895391519,12.73255689539152,12.612556895391519,13.194556895391516
2000_QK95,61610,2453405.75092,21.48,0.1,20.18,0.03,19.59,0.02,19.43,0.02,19.36,0.04,19.83,5.262711936400204,0.09675945377150946,12.239435598537678,4.47,5.44,2.08,12.4,0.15,14.550467885849418,13.250467885849414,12.660467885849421,12.500467885849414,12.430467885849414,12.918101219182752
2000_SW54,62201,2453405.68901,21.57,0.13,20.08,0.02,19.54,0.02,19.27,0.02,19.12,0.05,19.76,5.238168872918661,0.0597903477101792,4.615664682857783,4.5889999999999995,5.56,1.94,12.6,0.15,14.536035753616414,13.046035753616414,12.506035753616414,12.236035753616415,12.086035753616418,12.741835753616414
2000_SW54,62201,2451819.85043,21.33,0.15,19.76,0.02,19.26,0.02,18.96,0.03,18.81,0.05,19.46,5.238168872918661,0.0597903477101792,4.615664682857783,4.051,5.038,2.06,12.6,0.15,14.780897968271587,13.210897968271587,12.710897968271587,12.410897968271588,12.260897968271587,12.92923130160492
2000_TE24,62692,2453742.94833,22.32,0.33,20.37,0.03,19.8,0.03,19.57,0.03,19.44,0.07,20.03,5.233324723245981,0.05868477261238528,19.11079863721386,4.867,5.312,9.89,13.3,0.15,15.257402936982665,13.307402936982665,12.737402936982665,12.507402936982665,12.377402936982666,12.986302936982666
2000_TB43,62714,2453405.76546,20.86,0.13,19.31,0.02,18.77,0.02,18.64,0.02,18.52,0.04,18.99,5.2523468213228695,0.04016779481186671,8.941941290169298,4.197,5.149,3.16,12.0,0.15,14.186690694806375,12.636690694806376,12.096690694806375,11.966690694806376,11.846690694806375,12.332490694806376
2000_YR131,63202,2452338.73731,20.98,0.09,19.51,0.02,19.0,0.02,18.85,0.02,18.72,0.03,19.2,5.13619801149108,0.07988614990219955,1.9852414838248087,4.081,5.0710000000000015,0.7,12.6,0.15,14.40069897339428,12.93069897339428,12.420698973394279,12.27069897339428,12.140698973394278,12.64339897339428
2001_AH13,63210,2453525.82886,21.77,0.25,20.16,0.17,19.5,0.02,19.2,0.02,19.02,0.06,19.77,5.178435284660339,0.08150573930220491,12.930194993320198,4.603,5.5870000000000015,2.79,12.2,0.15,14.718901768729308,13.108901768729307,12.448901768729307,12.148901768729305,11.968901768729308,12.737101768729307
2001_AH13,63210,2453526.8213,21.78,0.24,20.14,0.06,19.52,0.02,19.19,0.02,19.0,0.06,19.77,5.178435284660339,0.08150573930220491,12.930194993320198,4.604,5.5870000000000015,2.85,12.2,0.15,14.728430068410413,13.088430068410409,12.468430068410404,12.138430068410408,11.948430068410405,12.739163401743742
2001_AH13,63210,2453528.73103,21.52,0.21,20.1,0.02,19.43,0.03,19.22,0.03,19.06,0.05,19.7,5.178435284660339,0.08150573930220491,12.930194993320198,4.606,5.5870000000000015,2.98,12.2,0.15,14.467486975058115,13.047486975058115,12.377486975058115,12.167486975058114,12.007486975058114,12.67005364172478
2001_AH13,63210,2452730.79537,21.44,0.17,20.06,0.03,19.42,0.02,19.14,0.02,19.01,0.04,19.68,5.178435284660339,0.08150573930220491,12.930194993320198,4.526,5.5070000000000014,2.17,12.2,0.15,14.456851869500039,13.076851869500036,12.436851869500039,12.156851869500036,12.026851869500039,12.716318536166707
2001_BJ79,63257,2452756.80373,21.61,0.14,20.02,0.03,19.48,0.02,19.31,0.03,19.23,0.05,19.7,5.205956781729813,0.0638428313330536,12.805128150579051,4.4460000000000015,5.3870000000000005,4.18,12.4,0.15,14.713417830455365,13.123417830455365,12.583417830455366,12.413417830455366,12.333417830455366,12.819217830455365
2001_BS81,63259,2452345.7384200003,22.01,0.22,20.24,0.03,19.76,0.03,19.56,0.02,19.44,0.05,19.95,5.173043840206424,0.03317183159433498,2.2278279389717013,3.9939999999999998,4.975,2.08,13.2,0.15,15.518994271917865,13.74899427191786,13.268994271917865,13.06899427191786,12.94899427191786,13.478594271917865
2001_BS81,63259,2452338.72297,21.48,0.15,20.1,0.03,19.54,0.02,19.37,0.02,19.25,0.13,19.77,5.173043840206424,0.03317183159433498,2.2278279389717013,3.984,4.975,0.54,13.2,0.15,14.994437925832973,13.614437925832975,13.054437925832973,12.884437925832973,12.764437925832972,13.298971259166308
2001_BS81,63259,2452318.84881,21.79,0.2,20.29,0.05,19.72,0.03,19.51,0.03,19.46,0.08,19.95,5.173043840206424,0.03317183159433498,2.2278279389717013,4.039,4.978,3.93,13.2,0.15,15.273356272787185,13.773356272787185,13.203356272787184,12.993356272787187,12.943356272787184,13.452256272787185
2001_CP12,63265,2452345.79978,21.14,0.11,19.63,0.03,19.04,0.02,18.79,0.03,18.59,0.04,19.28,5.215769628134615,0.1236536278705117,8.099882527622361,3.8569999999999998,4.827,2.88,12.7,0.15,14.79036531157633,13.280365311576329,12.690365311576329,12.440365311576329,12.24036531157633,12.947998644909664
2001_CC49,63272,2452730.88009,21.41,0.16,19.91,0.02,19.33,0.03,19.13,0.03,18.97,0.06,19.57,5.177650854776381,0.04237727106795042,9.73144174886952,4.31,5.292000000000002,2.22,12.4,0.15,14.619514471619024,13.119514471619024,12.539514471619023,12.339514471619024,12.179514471619024,12.79278113828569
2001_DZ68,63286,2451960.77177,21.2,0.11,19.78,0.04,19.14,0.02,18.96,0.02,18.88,0.05,19.4,5.304965003901788,0.104100752302242,6.403768201844004,4.569,5.537999999999999,2.24,12.3,0.15,14.184129452673695,12.764129452673695,12.124129452673696,11.944129452673694,11.864129452673694,12.403596119340362
2001_DS87,63290,2452338.76275,20.76,0.08,19.24,0.07,18.94,0.03,18.72,0.02,18.65,0.04,19.05,5.291383051759198,0.06339328644846838,6.54786698394754,3.97,4.942,2.54,12.3,0.15,14.296533760854125,12.77653376085412,12.476533760854124,12.25653376085412,12.18653376085412,12.607533760854125
2001_DU87,63291,2452345.79226,21.0,0.09,19.68,0.02,19.15,0.03,18.94,0.02,18.84,0.04,19.37,5.169013390618772,0.06667027950681033,7.952552289806197,3.928,4.905,2.37,12.8,0.15,14.575947545845606,13.255947545845602,12.7259475458456,12.515947545845606,12.415947545845606,12.957380879178936
2001_DQ89,63292,2452345.77567,21.01,0.09,19.53,0.05,19.02,0.02,18.85,0.02,18.77,0.03,19.22,5.219552418997379,0.059340145819824976,13.41008529992992,4.335,5.3210000000000015,1.54,12.2,0.15,14.195088196315243,12.715088196315243,12.205088196315241,12.035088196315243,11.955088196315241,12.427788196315243
2001_DQ90,63294,2453147.86334,22.1,0.4,20.33,0.03,19.68,0.02,19.39,0.02,19.25,0.05,19.94,5.1201172775505706,0.03685953102168756,32.81048191334233,4.4830000000000005,5.265,7.59,12.8,0.15,15.235164428063516,13.465164428063511,12.815164428063516,12.525164428063517,12.385164428063517,13.098997761396847
2001_DQ90,63294,2453168.7124400004,22.17,0.23,20.45,0.04,19.87,0.02,19.55,0.02,19.35,0.05,20.1,5.1201172775505706,0.03685953102168756,32.81048191334233,4.621,5.268,9.11,12.8,0.15,15.238091325957743,13.518091325957744,12.938091325957744,12.618091325957744,12.418091325957745,13.191357992624411
2001_DQ90,63294,2453169.7685700003,22.14,0.29,20.45,0.03,19.85,0.02,19.54,0.03,19.44,0.06,20.09,5.1201172775505706,0.03685953102168756,32.81048191334233,4.631,5.268,9.18,12.8,0.15,15.203397263581802,13.513397263581801,12.913397263581805,12.603397263581801,12.503397263581805,13.175397263581806
2001_DQ90,63294,2453170.71558,21.93,0.21,20.44,0.06,19.82,0.02,19.55,0.02,19.42,0.06,20.07,5.1201172775505706,0.03685953102168756,32.81048191334233,4.638999999999999,5.268,9.25,12.8,0.15,14.989649305957473,13.499649305957472,12.879649305957471,12.609649305957472,12.479649305957473,13.150382639290806
2001_SP65,63955,2451813.83933,21.11,0.15,19.6,0.03,18.97,0.02,18.71,0.02,18.52,0.04,19.23,5.172994327067036,0.1290214322110736,20.24637719409277,4.2589999999999995,5.228,3.11,12.2,0.15,14.371783905088725,12.861783905088725,12.231783905088722,11.971783905088724,11.781783905088725,12.506883905088726
2001_SP65,63955,2451792.96658,21.33,0.15,19.81,0.03,19.15,0.02,18.97,0.02,18.89,0.05,19.42,5.172994327067036,0.1290214322110736,20.24637719409277,4.3260000000000005,5.207999999999998,5.88,12.2,0.15,14.566212546683955,13.046212546683956,12.386212546683955,12.206212546683956,12.12621254668396,12.674412546683955
2001_TA197,64270,2451813.829,20.9,0.09,19.49,0.05,18.85,0.02,18.6,0.02,18.41,0.04,19.11,5.187426346537187,0.09524922205656283,12.888423335787499,3.728,4.71,2.71,12.8,0.15,14.677515945945798,13.267515945945798,12.627515945945802,12.377515945945802,12.187515945945801,12.906982612612467
2001_TA197,64270,2452224.842,21.44,0.1,19.98,0.03,19.38,0.02,19.13,0.02,19.03,0.04,19.62,5.187426346537187,0.09524922205656283,12.888423335787499,3.984,4.941,3.3,12.8,0.15,14.969329081794612,13.509329081794613,12.90932908179461,12.65932908179461,12.559329081794612,13.171329081794612
2001_UX46,64326,2454173.81123,22.28,1.06,20.61,0.04,20.05,0.03,19.83,0.03,19.55,0.08,20.27,5.185809242796713,0.07394783673582699,12.635860256624019,4.5,5.354,5.95,13.4,0.15,15.370545596868713,13.70054559686871,13.140545596868712,12.92054559686871,12.640545596868712,13.385078930202045
2002_AV63,65000,2452721.73385,20.99,0.12,19.58,0.09,19.03,0.03,18.8,0.02,18.61,0.04,19.25,5.148203922896155,0.013037474626754959,20.28020393157125,4.216,5.181,3.06,11.8,0.15,14.293429027541942,12.883429027541945,12.333429027541944,12.103429027541946,11.913429027541945,12.57359569420861
2002_AV63,65000,2452729.74288,21.24,0.13,19.79,0.03,19.23,0.03,18.98,0.03,18.87,0.04,19.45,5.148203922896155,0.013037474626754959,20.28020393157125,4.218999999999999,5.18,3.33,11.8,0.15,14.542303574364428,13.09230357436443,12.532303574364429,12.282303574364429,12.172303574364431,12.776836907697762
2002_CH96,65134,2452345.73326,21.14,0.1,19.59,0.02,19.12,0.02,18.91,0.02,18.95,0.04,19.31,5.2053418476612965,0.08876967644420776,1.761288523530137,3.758,4.732,2.69,13.0,0.15,14.889992441398006,13.339992441398005,12.869992441398006,12.659992441398005,12.699992441398006,13.075225774731338
2002_DB17,65209,2452721.77044,21.27,0.12,19.89,0.03,19.27,0.02,19.04,0.03,18.86,0.04,19.52,5.128200076057394,0.0900774841002396,17.58890289244668,4.308,5.229,4.59,12.0,0.15,14.506528317722001,13.126528317722,12.506528317722001,12.276528317722,12.096528317722,12.777261651055332
2002_EJ44,65224,2451960.84028,21.7,0.15,20.14,0.1,19.61,0.02,19.4,0.02,19.37,0.06,19.82,5.249803740168841,0.04230265465832792,15.86328707582237,4.124,5.08,3.18,12.9,0.15,15.094088155523007,13.53408815552301,13.004088155523007,12.794088155523006,12.764088155523007,13.235521488856342
2002_EK44,65225,2451960.72931,21.47,0.13,20.09,0.03,19.6,0.02,19.45,0.02,19.41,0.06,19.8,5.286776536226101,0.08191510275930168,6.963978707872572,4.3180000000000005,5.301,1.34,12.8,0.15,14.671797788876805,13.291797788876805,12.801797788876808,12.651797788876806,12.611797788876808,13.015764455543476
Theoklymenos,65583,2452345.78695,21.38,0.11,19.87,0.03,19.38,0.02,19.08,0.03,18.98,0.04,19.58,5.214790568802694,0.09000099343594091,8.11278414761408,4.0760000000000005,5.058,1.96,12.8,0.15,14.808934998286126,13.298934998286128,12.808934998286126,12.508934998286126,12.408934998286126,13.022901664952796
Archeptolemos,65590,2451819.78241,21.59,0.18,20.08,0.03,19.5,0.02,19.32,0.02,19.2,0.06,19.74,5.204111342964653,0.02987236908272234,8.040289253732661,4.487,5.341,6.11,12.3,0.15,14.692106762488944,13.18210676248894,12.602106762488944,12.422106762488944,12.302106762488945,12.855373429155607
1977_UK3,73641,2453439.66819,22.4,0.3,20.68,0.03,20.05,0.02,19.73,0.03,19.66,0.08,20.31,5.249017850625656,0.04876300916442418,4.416661530023847,4.624,5.392,7.23,13.1,0.15,15.416161455301314,13.696161455301318,13.066161455301321,12.746161455301321,12.67616145530132,13.341261455301321
1988_SA3,73677,2453405.7762,20.97,0.07,19.61,0.03,18.96,0.02,18.72,0.02,18.54,0.03,19.23,5.290783907639465,0.05397075760449396,17.6273865244654,4.3,5.235,3.79,11.8,0.15,14.20807429202776,12.848074292027759,12.198074292027762,11.95807429202776,11.77807429202776,12.481907625361098
1995_FH8,73795,2452522.9583,21.73,0.16,20.36,0.03,19.77,0.02,19.57,0.02,19.35,0.05,20.01,5.176062857085316,0.0621277546608718,22.491144672597365,4.84,5.301,10.15,12.3,0.15,14.683984170645804,13.313984170645805,12.723984170645805,12.523984170645804,12.303984170645807,12.981617503979134
1995_FH8,73795,2452912.96053,21.52,0.16,20.21,0.3,19.65,0.04,19.32,0.04,19.19,0.07,19.88,5.176062857085316,0.0621277546608718,22.491144672597365,4.8260000000000005,5.1160000000000005,11.07,12.3,0.15,14.557410733103087,13.247410733103086,12.687410733103082,12.357410733103087,12.227410733103087,12.931944066436415
2000_QE,76804,2453684.96971,21.97,0.26,20.58,0.03,20.13,0.03,19.85,0.03,19.7,0.1,20.31,5.12856937499351,0.06420949695446868,9.59079103813848,5.307,5.492999999999999,10.33,12.1,0.15,14.646706566746275,13.256706566746276,12.806706566746275,12.526706566746281,12.376706566746275,13.003206566746275
2000_QQ84,76812,2453350.95407,21.59,0.12,20.18,0.02,19.61,0.02,19.34,0.02,19.14,0.04,19.84,5.1880028219999055,0.1083506729700006,14.78447609341367,4.552,5.268,7.91,11.6,0.15,14.690759901616195,13.280759901616195,12.710759901616195,12.440759901616195,12.240759901616194,12.959659901616194
2000_QQ84,76812,2453352.87681,21.47,0.11,19.92,0.02,19.41,0.02,19.12,0.02,18.92,0.05,19.61,5.1880028219999055,0.1083506729700006,14.78447609341367,4.5310000000000015,5.27,7.64,11.6,0.15,14.579976613041337,13.029976613041338,12.519976613041337,12.229976613041336,12.029976613041338,12.74267661304134
2000_QQ84,76812,2453351.8975400003,21.55,0.15,20.02,0.02,19.39,0.02,19.08,0.02,19.05,0.05,19.65,5.1880028219999055,0.1083506729700006,14.78447609341367,4.542,5.269,7.78,11.6,0.15,14.655123357717473,13.125123357717474,12.495123357717473,12.185123357717474,12.155123357717473,12.770223357717473
2000_QQ84,76812,2453350.9230400003,21.33,0.1,20.05,0.02,19.45,0.02,19.18,0.02,19.03,0.04,19.69,5.1880028219999055,0.1083506729700006,14.78447609341367,4.552,5.268,7.92,11.6,0.15,14.430759901616193,13.150759901616194,12.550759901616194,12.280759901616195,12.130759901616194,12.812759901616195
2000_QQ84,76812,2453354.83397,21.54,0.14,19.96,0.03,19.36,0.02,19.13,0.02,19.0,0.04,19.61,5.1880028219999055,0.1083506729700006,14.78447609341367,4.511,5.271,7.34,11.6,0.15,14.659170783436661,13.07917078343666,12.479170783436661,12.24917078343666,12.11917078343666,12.741170783436663
2000_RW105,76820,2451814.85252,20.84,0.12,19.21,0.04,18.68,0.02,18.44,0.02,18.22,0.03,18.89,5.2074739146801114,0.09370338859496584,18.381115885620112,3.701,4.684,2.75,12.4,0.15,14.645320142522811,13.015320142522814,12.485320142522811,12.245320142522814,12.025320142522812,12.716753475856144
2000_RW105,76820,2451813.8011,20.73,0.09,19.28,0.02,18.73,0.02,18.51,0.02,18.33,0.03,18.95,5.2074739146801114,0.09370338859496584,18.381115885620112,3.699,4.684,2.58,12.4,0.15,14.5364939114214,13.086493911421403,12.5364939114214,12.316493911421404,12.136493911421402,12.776660578088071
2000_SA89,76824,2452994.79629,21.8,0.15,20.42,0.02,19.83,0.03,19.65,0.03,19.53,0.06,20.07,5.212971785519739,0.1142527825972562,8.203598648887452,4.123,4.973,6.29,12.8,0.15,15.240841029832088,13.860841029832086,13.270841029832079,13.09084102983208,12.970841029832089,13.528474363165415
2000_SW131,76826,2453405.70077,21.05,0.09,19.67,0.02,19.06,0.02,18.77,0.02,18.58,0.04,19.31,5.220422737432363,0.029952546169213362,23.46497895301483,4.3389999999999995,5.32,1.25,11.4,0.15,14.2334935878787,12.853493587878704,12.2434935878787,11.953493587878699,11.763493587878699,12.509860254545364
2000_SW131,76826,2453389.91058,20.96,0.12,19.7,0.02,19.1,0.03,18.8,0.02,18.67,0.04,19.34,5.220422737432363,0.029952546169213362,23.46497895301483,4.355,5.3210000000000015,2.23,11.4,0.15,14.135092908657978,12.875092908657976,12.275092908657978,11.975092908657976,11.845092908657978,12.537092908657975
2000_SL316,76837,2451878.66367,21.54,0.11,20.13,0.02,19.52,0.02,19.27,0.02,19.07,0.05,19.77,5.203911997898893,0.09203180990337882,20.73978645865109,4.461,4.735,11.84,12.4,0.15,14.916238967095456,13.506238967095456,12.896238967095456,12.646238967095456,12.446238967095455,13.162605633762126
2000_TU3,76840,2453500.66224,23.52,0.57,21.5,0.06,20.97,0.04,20.75,0.04,20.74,0.15,21.18,5.233266878173426,0.07579623674168569,3.671799563994351,5.254,5.412000000000001,10.73,12.8,0.15,16.250760718121814,14.230760718121815,13.700760718121812,13.480760718121815,13.470760718121813,13.932194051455147
2001_SM232,77891,2453389.99087,21.76,0.18,20.3,0.05,19.75,0.03,19.53,0.03,19.35,0.08,19.97,5.166396639101344,0.1611078826862888,14.22220338216435,4.154,4.965,7.04,13.1,0.15,15.1880712748476,13.7280712748476,13.178071274847598,12.958071274847601,12.778071274847601,13.418237941514265
2001_SM232,77891,2452225.69227,21.56,0.13,19.97,0.04,19.46,0.02,19.27,0.03,19.07,0.05,19.67,5.166396639101344,0.1611078826862888,14.22220338216435,3.593,4.397,8.34,13.1,0.15,15.56693158587822,13.97693158587822,13.46693158587822,13.27693158587822,13.076931585878219,13.68963158587822
2001_TE64,77897,2453439.77101,21.8,0.19,20.13,0.03,19.61,0.02,19.37,0.03,19.25,0.06,19.81,5.24784075027134,0.05613925890232257,6.991868961449209,4.319,5.228,4.84,12.4,0.15,15.031406085219974,13.361406085219974,12.841406085219974,12.601406085219974,12.481406085219975,13.06847275188664
1997_UM26,79444,2452345.70141,21.79,0.19,20.28,0.03,19.74,0.02,19.54,0.03,19.56,0.08,19.96,5.191341767579195,0.03081634097214841,11.99614901686627,4.468,5.395,4.18,12.7,0.15,14.879476932687496,13.369476932687498,12.829476932687495,12.629476932687496,12.649476932687495,13.065276932687494
1997_UM26,79444,2452318.81068,21.76,0.16,20.06,0.02,19.55,0.02,19.32,0.02,19.21,0.05,19.76,5.191341767579195,0.03081634097214841,11.99614901686627,4.415,5.394,1.5,12.7,0.15,14.875791749847705,13.175791749847699,12.665791749847699,12.435791749847699,12.325791749847696,12.888491749847699
1999_RY138,80119,2453350.97251,21.54,0.1,20.1,0.03,19.56,0.02,19.3,0.02,19.14,0.04,19.78,5.200743371450955,0.1483065957286687,29.40911367893499,5.306,5.952000000000001,7.58,11.4,0.15,14.042849159079337,12.602849159079337,12.062849159079336,11.802849159079337,11.642849159079336,12.298649159079337
1999_RY138,80119,2453354.85249,21.73,0.12,20.06,0.03,19.48,0.03,19.24,0.02,19.1,0.06,19.71,5.200743371450955,0.1483065957286687,29.40911367893499,5.256,5.9510000000000005,7.14,11.4,0.15,14.253773465917403,12.583773465917403,12.003773465917403,11.763773465917403,11.623773465917404,12.257040132584072
1999_XC64,80302,2452668.00919,21.94,0.14,20.26,0.03,19.69,0.03,19.45,0.03,19.34,0.07,19.92,5.146925123411866,0.02541999832014569,17.34226030292164,4.709,5.305,9.0,12.3,0.15,14.95192960659959,13.27192960659959,12.70192960659959,12.461929606599591,12.35192960659959,12.95082960659959
2002_AD184,83975,2452721.70588,21.28,0.13,19.9,0.03,19.27,0.02,19.13,0.03,19.06,0.05,19.53,5.17700681850724,0.03752324392716417,10.93910972298109,4.125,5.102,2.45,12.8,0.15,14.664177964201428,13.284177964201422,12.654177964201429,12.514177964201426,12.444177964201426,12.929277964201429
